paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,condition_name,element_name,is_interaction,participant_per_element,original_rating_scale,original_total_sp,original_total_inv,original_total_real,original_total_gp,original_total_overall,original_mean_sp,original_mean_inv,original_mean_real,original_mean_gp,original_mean_overall,standard_rating_scale,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,is_scale_recover,scale_note,report_type,ranking_class,sp_ranking_class,inv_ranking_class,real_ranking_class,gp_ranking_class
94,100,,Exploring Non-Conventional Sensorimotor Devices in a Virtual Bicycle Simulator,"[""Bicycle Simulator"","" Virtual Reality"","" Cyber Sickness"","" Non-Conventional Devices"","" User Experience""]",16,13,3,19,43,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Entertainment and game""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,2,"""Study 1""",,16,13,3,19,43,,,"""within-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,[],"""""","""""",1,,,No,,17,26.9,16,14.16,4.3,60.2,5.38,4,3.54,4.3,4.3,-33,4.2,0.3,Yes,6.9,0,-1.84,0.3,1.38,0,-0.46,0.3,,1,"RS e Almeida, RC de Oliveira, D Radetic…",2020,Journal on Interactive …,sol.sbc.org.br,https://sol.sbc.org.br/journals/index.php/jis/article/view/756,"https://scholar.google.com/scholar?cites=10443464040479391056&as_sdt=2005&sciodt=0,5&hl=en",304,5/31/2023 16:56,,,,,,,,,1,0.33,0,4,3,,,,,,,Class Moderate,Class High,Class Low,Class Low,Class Low
94,101,,Exploring Non-Conventional Sensorimotor Devices in a Virtual Bicycle Simulator,"[""Bicycle Simulator"","" Virtual Reality"","" Cyber Sickness"","" Non-Conventional Devices"","" User Experience""]",16,13,3,19,43,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Entertainment and game""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,2,"""Study 2""",,16,13,3,19,43,,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,17,26.5,15.68,13.92,4.23,59.22,5.3,3.92,3.48,4.23,4.23,-33,3.22,0.23,Yes,6.5,-0.32,-2.08,0.23,1.3,-0.08,-0.52,0.23,,1,"RS e Almeida, RC de Oliveira, D Radetic…",2020,Journal on Interactive …,sol.sbc.org.br,https://sol.sbc.org.br/journals/index.php/jis/article/view/756,"https://scholar.google.com/scholar?cites=10443464040479391056&as_sdt=2005&sciodt=0,5&hl=en",304,5/31/2023 16:56,,,,,,,,,1,0.33,0,4,3,,,,,,,Class Low,Class High,Class Low,Class Low,Class Low
97,104,,Temporal dynamics in the relation between presence and fear in virtual reality,"[""Virtual reality"","" Presence"","" Exposure therapy"","" Behavioral avoidance test"","" Anxiety disorders"","" Specific phobia""]",22,,22,19,38,25.18,5.58,"[""Projection Display""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""Exposure therapy""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",41.77/2.24,22,,,,,,,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""ANOVA""]","""""","""Strong correlations between presence and fear on the one-item presence measure assessed immediately after each exposure, but not on the IPQ administered at the end of the entire experiment.""",1,,,No,,06,13.9,9.88,11.36,3.32,39.9,2.78,2.47,2.84,3.32,2.85,-33,-2.1,-0.15,Yes,-1.1,-2.12,-0.64,0.32,-0.22,-0.53,-0.16,0.32,,30,HM Peperkorn; J Diemer; A M�hlberger,2015,Computers in Human Behavior,Elsevier,https://www.sciencedirect.com/science/article/pii/S0747563215001260,https://scholar.google.com/scholar?cites=3537788879502462667&as_sdt=2005&sciodt=0;5&hl=en,7,43628,,,,,,,,,30,7.5,10,3,4,YES,Exposure Therapy,,No,,,Class Low,Class Low,Class Low,Class Moderate,Class Low
98,105,,Influence of personality and individual abilities on the sense of presence experienced in anxiety triggering virtual environments,"[""Individual differences"","" Anxiety"","" Personality"","" Intelligence"","" Sense of presence"","" Virtual reality""]",210,37,173,18,45,23.19,3.76,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Social Science and psychology""]","""Individual differences""","[""Not Mentioned""]","""Not Sure""","""""",120,1,"""Study 1""",58,210,8/29,60/113,19/18,34/45,22.35/23.58,2.67/4.12,"""between-subject""","""each component""",Each Condition Interaction,"""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,Yes,,17,17.65,12.4,11.48,3.74,46.34,3.53,3.1,2.87,3.74,3.31,-33,-9.66,-0.69,Yes,-2.35,-3.6,-4.52,-0.26,-0.47,-0.9,-1.13,-0.26,,78,I Alsina-Jurnet; J Guti�rrez-Maldonado,2010,International journal of human��,Elsevier,https://www.sciencedirect.com/science/article/pii/S1071581910000868,https://scholar.google.com/scholar?cites=2159830824679308184&as_sdt=2005&sciodt=0;5&hl=en,57,43628,,,,,,,,,78,8.67,39,2,9,YES,Individual Difference,,Yes,Score might be from 1 to 7,,Class Low,Class Low,Class Low,Class Low,Class Low
99,106,,A dose of reality: Overcoming usability challenges in vr head-mounted displays,"[""Virtual Reality"","" Augmented Virtuality"","" Engagement""]",28,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Other""]","""Engagement""","[""Not Mentioned""]","""Not Sure""","""""",,3,"""Study 3""",,12,11,1,,,27.8,4.76,"""within-subject""","""each component""",Each Condition,"""Other""","[""Unknown""]",No,"[""Friedman test""]","""Wilcoxon\u0027s tests""","""""",1,,,No,,06,21.85,13.68,12.96,4.39,54.04,4.37,3.42,3.24,4.39,3.86,-33,12.04,0.86,Yes,6.85,1.68,0.96,1.39,1.37,0.42,0.24,1.39,,71,M McGill; D Boland; R Murray-Smith�,2015,Proceedings of the 33rd��,dl.acm.org,https://dl.acm.org/citation.cfm?id=2702382,https://scholar.google.com/scholar?cites=4358646427119301496&as_sdt=2005&sciodt=0;5&hl=en,155,43628,,,,,,,,,71,17.75,18,4,4,YES,Engagement,,No,,,Class High,Class High,Class Moderate,Class High,Class Moderate
102,110,,Effects of different types of virtual reality display on presence and learning in a safety training scenario,"[""Virtual reality"","" displays"","" fidelity"","" training"","" user study"","" aviation"","" safety""]",96,55,41,18,36,23.81,3.58,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Education and training""]","""Training""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,96,18/19/18,14/13/14,,,24.53/23.84/23.06,3.82/4.07/2.65,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""ANCOVA""]","""Bonferroni test""","""""",1,,,No,,06,16.4,15.08,10.28,3.02,44.24,3.28,3.77,2.57,3.02,3.16,-33,2.24,0.16,Yes,1.4,3.08,-1.72,0.02,0.28,0.77,-0.43,0.02,,43,F Buttussi; L Chittaro,2017,IEEE transactions on visualization and��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7817889/,https://scholar.google.com/scholar?cites=1482394720363540760&as_sdt=2005&sciodt=0;5&hl=en,244,43628,,,,,,,,,43,21.5,22,2,2,YES,Training,Report SE,No,,,Class Low,Class Low,Class High,Class Low,Class Low
103,111,,"Effects of stereoscopic viewing on presence, anxiety, and cybersickness in a virtual reality environment for public speaking","[""Specific phobia"","" Exposure therapy"","" Spiders"","" Virtual reality"","" Serious games"","" Gamification""]",88,53,35,18,70,28.0,6.3,"[""3D Graphics - HMD VR/MR"",""Other""]","[""Stereo sound""]","[""Healthcare and clinical therapies""]","""Exposure therapy""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",17,86,,,,,,,"""within-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,06,17.1,13.32,10.8,3.56,45.5,3.42,3.33,2.7,3.56,3.25,-33,3.5,0.25,Yes,2.1,1.32,-1.2,0.56,0.42,0.33,-0.3,0.56,,43,Y Ling; WP Brinkman; HT Nefs; C Qu�,2012,Presence: Teleoperators��,MIT Press,https://www.mitpressjournals.org/doi/abs/10.1162/PRES_a_00111,https://scholar.google.com/scholar?cites=12450000004622731836&as_sdt=2005&sciodt=0;5&hl=en,27,43628,,,,,,,,,43,6.14,9,5,7,YES,Exposure Therapy,,No,Compare to the IPQ's online data,,Class Low,Class Low,Class Moderate,Class Moderate,Class Low
104,112,,Presence within a mixed reality environment,[],21,17,4,16,50,,,"[""Projection Display""]","[""Unknown""]","[""Social Science and psychology""]","""Presence; Mixed reality""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,21,,,,,,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""Pearson correlations; Spearman correlations""]","""Bonferroni""","""""",1,,,No,,-33,3.75,0.4,-3.84,0.95,2.94,0.75,0.1,-0.96,0.95,0.21,-33,2.94,0.21,Yes,3.75,0.4,-3.84,0.95,0.75,0.1,-0.96,0.95,,42,PV Schaik; T Turnbull; AV Wersch�,2004,CyberPsychology &��,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/cpb.2004.7.540,https://scholar.google.com/scholar?cites=4422636204725188312&as_sdt=2005&sciodt=0;5&hl=en,67,43628,,,,,,,,,42,2.8,11,4,15,YES,Presence,,No,,,Class Low,Class Moderate,Class Low,Class Low,Class Low
107,115,,Brain activity and prosocial behavior in a simulated life-threatening situation,"[""prosocial behavior"","" virtual reality"","" gICA"","" salience network"","" mPFC""]",43,13,30,21,30,22.8,,[],[],"[""Social Science and psychology""]","""Prosocial behavior""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",282.7 (42)/284.1 (93.1)/NA,43,5/7/1,11/12/7,,,,,"""within-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,"[""MANOVA""]","""""","""""",1,,,No,,-33,3.9,1.32,-2.64,0.54,3.5,0.78,0.33,-0.66,0.54,0.25,-33,3.5,0.25,Yes,3.9,1.32,-2.64,0.54,0.78,0.33,-0.66,0.54,,28,M Zanon; G Novembre; N Zangrando; L Chittaro�,2014,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811914003334,https://scholar.google.com/scholar?cites=10501098305181097252&as_sdt=2005&sciodt=0;5&hl=en,73,43628,,,,,,,,,28,5.6,6,5,5,YES,Prosocial Behavior,,No,,,Class Low,Class Moderate,Class Moderate,Class Low,Class Low
108,116,,Can decision-making skills affect responses to psychological stress in healthy women?,"[""Stress"","" Decision-making"","" Cortisol"","" TSST"","" Virtual reality""]",40,,,,,28,11.08,"[""Other""]","[""Stereo sound""]","[""Social Science and psychology""]","""Stress; Decision-making;""","[""Not Mentioned""]","""Not Sure""","""""",90,1,"""Study 1""",,38,,,,,29.52/25.36,12.03/7.75,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,-33,0.75,1.88,-3.08,0.08,-0.28,0.15,0.47,-0.77,0.08,-0.02,-33,-0.28,-0.02,Yes,0.75,1.88,-3.08,0.08,0.15,0.47,-0.77,0.08,,27,A Santos-Ruiz; MC Garcia-Rios�,2012,�,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306453012001345,https://scholar.google.com/scholar?cites=15404127022972111759&as_sdt=2005&sciodt=0;5&hl=en,25,43628,,,,,,,,,27,3.86,9,3,7,YES,Stress,,No,,,Class Low,Class Low,Class Moderate,Class Low,Class Low
109,117,,Enhancing the visually induced self-motion illusion (vection) under natural viewing conditions in virtual reality,"[""Vection"","" psychophysics"","" spatial presence"","" virtual reality"","" illusions"","" motion simulation.""]",22,,,,,,,"[""Projection Display""]","[""Stereo sound""]","[""Social Science and psychology""]","""Vection""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,22,,,,,,,"""between-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,"[""Correlaration tests""]","""""","""""",1,,,No,,17,21.65,20.24,17.72,5.12,66.22,4.33,5.06,4.43,5.12,4.73,-33,10.22,0.73,Yes,1.65,4.24,1.72,1.12,0.33,1.06,0.43,1.12,,25,BE Riecke; J Schulte-Pelkum�,2004,��Workshop Presence,academia.edu,http://www.academia.edu/download/2384840/982drjfkn4woz84.pdf,https://scholar.google.com/scholar?cites=9264505614785578962&as_sdt=2005&sciodt=0;5&hl=en,70,43628,PDF,,,,,,,,25,1.67,8,3,15,YES,Vection,,No,,,Class High,Class Low,Class Very High,Class Very High,Class Moderate
112,120,,Trier Social Stress Test in vivo and in virtual reality: Dissociation of response domains,"[""Virtual reality"","" Skin conductance level"","" Salivary cortisol"","" Heart rate"","" Social stress"","" Trier Social Stress Test (TSST)""]",45,45,0,,,23.76,2.52,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Social Science and psychology""]","""Stress""","[""Not Mentioned""]","""Yes""","""""",,1,"""Study 1""",9,45,,,,,,,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,-33,1.2,-1.12,-2.68,0.11,-2.1,0.24,-0.28,-0.67,0.11,-0.15,-33,-2.1,-0.15,Yes,1.2,-1.12,-2.68,0.11,0.24,-0.28,-0.67,0.11,,18,Y Shiban; J Diemer; S Brandl; R Zack�,2016,International Journal of��,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167876016307231,https://scholar.google.com/scholar?cites=14327464664590115311&as_sdt=2005&sciodt=0;5&hl=en,60,43628,,,,,,,,,18,6,4,5,3,YES,Stress,,No,,,Class Low,Class Low,Class Low,Class Low,Class Low
113,121,,Powered wheelchair simulator development: implementing combined navigation-reaching tasks with a 3D hand motion controller,"[""Virtual reality"","" Powered wheelchair"","" Training"","" Reaching"","" Navigation"","" Rehabilitation""]",12,8,4,36,60,50.1,9.1,"[""3D Graphics - Monoscopic"",""Other""]","[""Unknown""]","[""Interaction techniques"",""Social Science and psychology""]","""Virtual reality""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",15,12,,,,,,,"""within-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,06,14.95,12.08,10.6,3.09,41.16,2.99,3.02,2.65,3.09,2.94,-33,-0.84,-0.06,Yes,-0.05,0.08,-1.4,0.09,-0.01,0.02,-0.35,0.09,,17,G Tao; PS Archambault,2016,Journal of��,jneuroengrehab.biomedcentral.com,https://jneuroengrehab.biomedcentral.com/articles/10.1186/s12984-016-0112-2,https://scholar.google.com/scholar?cites=17314908123693819291&as_sdt=2005&sciodt=0;5&hl=en,203,43628,HTML,,,,,,,,17,5.67,9,2,3,YES,Interaction,,No,,,Class Low,Class Low,Class Low,Class Moderate,Class Low
117,125,,Poster: Design and evaluation of 3D content with wind output,[],12,11,3,21,31,,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",15,12,,,,,,,"""within-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,"[""ANOVA"",""TTest""]","""""","""""",1,,,No,,17,21.4,17.8,13.68,4.22,57.26,4.28,4.45,3.42,4.22,4.09,-33,1.26,0.09,Yes,1.4,1.8,-2.32,0.22,0.28,0.45,-0.58,0.22,,11,A Lehmann; C Geiger; B Woldecke�,2009,2009 IEEE Symposium��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/4811231/,https://scholar.google.com/scholar?cites=18289119672183896209&as_sdt=2005&sciodt=0;5&hl=en,16,43628,,,,,,,,,11,1.1,3,4,10,YES,,CORRECTED: Overall Presence to GP (Confused Presence),No,,,Class Low,Class Low,Class Moderate,Class Low,Class Low
118,126,,Representation of patients' hand modulates fear reactions of patients with spider phobia in virtual reality,"[""virtual reality"","" presence"","" immersion"","" perception"","" fear"","" specific phobia""]",64,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""Phobia""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",47,64,0/,32/,18/,30/,22.75/,2.72,"""between-subject""","""each component""",Each Condition Interaction,"""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,Yes,,06,16.55,8.96,10.84,3.52,41.16,3.31,2.24,2.71,3.52,2.94,-33,-0.84,-0.06,Yes,1.55,-3.04,-1.16,0.52,0.31,-0.76,-0.29,0.52,,10,HM Peperkorn; JE Diemer; GW Alpers�,2016,Frontiers in��,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpsyg.2016.00268,https://scholar.google.com/scholar?cites=4840287585176633007&as_sdt=2005&sciodt=0;5&hl=en,87,43628,HTML,,,,,,,,10,3.33,3,4,3,YES,,,No,,,Class Low,Class Low,Class Low,Class Moderate,Class Low
123,131,,Utilization of Second Life as a tool for spatial learning in interior architecture,"[""Virtual environments"","" second life"","" navigation"","" spatial learning""]",90,45,45,,,,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Education and training"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,90,,,,,,,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,17,23.45,14.96,14.12,5.37,60.62,4.69,3.74,3.53,5.37,4.33,-33,4.62,0.33,Yes,3.45,-1.04,-1.88,1.37,0.69,-0.26,-0.47,1.37,,6,? Memiko?lu,2014,Procedia-Social and Behavioral Sciences,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877042814004017,https://scholar.google.com/scholar?cites=1343355019175368824&as_sdt=2005&sciodt=0;5&hl=en,157,43628,,,,,,,,,6,1.2,6,1,5,YES,Navigation,,No,,,Class Moderate,Class Low,Class Low,Class Low,Class Moderate
124,132,,Deficits in episodic memory and mental time travel in patients with post-traumatic stress disorder,"[""PTSD"","" Episodic memory"","" What-where-when task"","" Mental time travel"","" Virtual reality"","" Anxiety"","" Stressor-related disorders""]",42,8,34,,,,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Healthcare and clinical therapies""]","""Post-traumatic stress disorder""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",13,42,4/4,17/17,18/18,55/53,34.6/34.2,11.9/11.8,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,06,12.35,10,6.48,2.3,31.08,2.47,2.5,1.62,2.3,2.22,-33,-10.92,-0.78,Yes,-2.65,-2,-5.52,-0.7,-0.53,-0.5,-1.38,-0.7,,0,A Zlomuzica; ML Woud; A Machulska; K Kleimt�,2018,cog.psy.ruhr-uni-bochum.de,,http://www.cog.psy.ruhr-uni-bochum.de/papers/2018/Zlomuzica_PTSDMentalTimeTravel_PNPBP(2018).pdf,,175,43628,PDF,,,,,,,,0,0,0,5,,YES,,,Yes,,,Class Low,Class Low,Class Low,Class Low,Class Low
127,135,,Self-transforming controllers for virtual reality first person shooters,"[""Virtual reality controller"","" shape-changing interfaces"","" authentic input device"","" first-person shooter""]",29,22,7,19,64,26.14,8.56,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",4,29,,,,,,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,06,20.8,15.84,9.88,4.39,52.5,4.16,3.96,2.47,4.39,3.75,-33,10.5,0.75,Yes,5.8,3.84,-2.12,1.39,1.16,0.96,-0.53,1.39,,4,A Krekhov; K Emmerich; P Bergmann�,2017,Proceedings of the��,dl.acm.org,https://dl.acm.org/citation.cfm?id=3116615,https://scholar.google.com/scholar?cites=144676039135128325&as_sdt=2005&sciodt=0;5&hl=en,193,43628,,,,,,,,,4,2,1,4,2,YES,Controller,,No,,,Class High,Class Moderate,Class High,Class Low,Class Moderate
128,136,,GulliVR: A walking-oriented technique for navigation in virtual reality games based on virtual body resizing,"[""Virtual reality games"","" navigation"","" physical walking"","" presence"","" virtual body size"","" miniature world""]",30,15,15,,,27.6,11.18,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Interaction techniques""]","""Navigation""","[""Not Mentioned""]","""Not Sure""","""""",45,1,"""Study 1""",,30,,,,,,,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""TTest"","" Levene\u2019s and Kolmogorov-Smirnov tests;  MannWhitney U tests""]","""""","""""",1,,,No,,06,17.6,12.96,9.36,3.7,44.8,3.52,3.24,2.34,3.7,3.2,-33,2.8,0.2,Yes,2.6,0.96,-2.64,0.7,0.52,0.24,-0.66,0.7,,3,A Krekhov; S Cmentowski; K Emmerich�,2018,Proceedings of the��,dl.acm.org,https://dl.acm.org/citation.cfm?id=3242704,https://scholar.google.com/scholar?cites=7527593946888583397&as_sdt=2005&sciodt=0;5&hl=en,259,43628,,,,,,,,,3,3,1,4,1,YES,Navigation,,No,,,Class Low,Class Low,Class Low,Class Low,Class Low
129,137,,Delay compensation for a telepresence system with 3d 360 degree vision based on deep head motion prediction and dynamic fov adaptation,"[""3D vision"","" telepresence"","" virtual reality"","" remote reality"","" omnidirectional vision""]",13,9,4,,,25.38,5.18,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Interaction techniques"",""Social Science and psychology""]","""Telepresence""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",0.75,13,,,,,,,"""within-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,06,14.6,12.08,10.84,2.98,40.74,2.92,3.02,2.71,2.98,2.91,-33,-1.26,-0.09,Yes,-0.4,0.08,-1.16,-0.02,-0.08,0.02,-0.29,-0.02,,3,T Aykut; M Karimi; C Burgmair�,2018,IEEE Robotics and��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8429079/,https://scholar.google.com/scholar?cites=8422483897848827086&as_sdt=2005&sciodt=0;5&hl=en,309,43628,,,,,,,,,3,3,1,4,1,YES,Telepresence,,No,,,Class Low,Class Low,Class Low,Class Moderate,Class Low
130,138,,Effects of personal relevance and simulated darkness on the affective appraisal of a virtual environment,"[""Affective appraisal"","" Virtual environment"","" Fear of darkness"","" Emotion"","" Personal relevance""]",72,0,72,12,32,22.2,2.9,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""Fear of darkness""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",10,72,,,,,,,"""between-subject""","""each component""",Each Condition Interaction,"""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,Yes,,-33,3.2,1.92,-0.88,0.9,6.3,0.64,0.48,-0.22,0.9,0.45,-33,6.3,0.45,Yes,3.2,1.92,-0.88,0.9,0.64,0.48,-0.22,0.9,,3,A Toet; JM Houtkamp; PE Vreugdenhil,2016,PeerJ,peerj.com,https://peerj.com/articles/1743/?utm_source=TrendMD&utm_campaign=PeerJ_TrendMD_1&utm_medium=TrendMD,https://scholar.google.com/scholar?cites=2623486685510651979&as_sdt=2005&sciodt=0;5&hl=en,199,43628,HTML,,,,,,,,3,1,1,3,3,YES,Fear,Unknown Scale,Yes,,,Class Moderate,Class Low,Class Moderate,Class Moderate,Class Low
131,139,,Cognitive processing and regulation modulates analogue trauma symptoms in a Virtual Reality paradigm,"[""Stress"","" Cognitive processing"","" Emotional response"","" Cognitive regulation"","" Appraisals"","" Emotion regulation"","" Intrusive memories"","" Analogue trauma"","" Virtual Reality""]",80,17,63,,,21.73,2.32,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,80,,,,,,,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,06,21,16.36,16.12,4.49,58.8,4.2,4.09,4.03,4.49,4.2,-33,16.8,1.2,Yes,6,4.36,4.12,1.49,1.2,1.09,1.03,1.49,,2,T Schweizer; F Renner; D Sun; C Becker-Asano�,2019,Cognitive Therapy and��,Springer,https://link.springer.com/article/10.1007/s10608-018-9967-9,https://scholar.google.com/scholar?cites=10295130251723094259&as_sdt=2005&sciodt=0;5&hl=en,160,43628,HTML,,,,,,,,2,2,0,5,1,YES,Trauma,,No,,,Class Very High,Class Moderate,Class Very High,Class Exceptional,Class Moderate
134,142,,Evaluation of FlowVR: a virtual reality game for improvement of depressive mood,"[""virtual reality"","" depression"","" mood"","" therapy"","" flow""]",18,9,9,18,55,25.9,10.5,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""No sound""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",5.83,18,,,,,,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""Shapiro-Wilk test; Wilcoxon-Mann-Whitney-Test; Friedman-Test""]","""""","""""",1,,,No,,06,14.9,11.76,7.68,2.93,37.66,2.98,2.94,1.92,2.93,2.69,-33,-4.34,-0.31,Yes,-0.1,-0.24,-4.32,-0.07,-0.02,-0.06,-1.08,-0.07,,1,L Bittner; F Mostajeran; F Steinicke; J Gallinat; S K�hn,2018,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/451245v1.abstract,https://scholar.google.com/scholar?cites=9197651944647077710&as_sdt=2005&sciodt=0;5&hl=en,85,43628,,,,,,,,,1,1,0,5,1,YES,Therapy,,No,,,Class Low,Class Low,Class Low,Class Low,Class Low
135,143,,The Effect of Haptic Prediction Accuracy on Presence,[],56,21,35,18,27,20.32,1.71,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Social Science and psychology"",""Other""]","""Haptic""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",5.42,56,,,,,,,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""Shapiro-Wilk normality test""]","""""","""""",1,,,No,,-33,10,5.52,5,0.66,18.48,2,1.38,1.25,0.66,1.32,-33,18.48,1.32,Yes,10,5.52,5,0.66,2,1.38,1.25,0.66,,1,D Gall; ME Latoschik,2018,��IEEE Conference on Virtual Reality and��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8446153/,https://scholar.google.com/scholar?cites=17569544626198375561&as_sdt=2005&sciodt=0;5&hl=en,164,43628,,,,,,,,,1,1,1,2,1,YES,Haptic,,No,,,Class Exceptional,Class Exceptional,Class Exceptional,Class Exceptional,Class Low
