paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,condition_name,element_name,is_interaction,participant_per_element,original_rating_scale,original_total_sp,original_total_inv,original_total_real,original_total_gp,original_total_overall,original_mean_sp,original_mean_inv,original_mean_real,original_mean_gp,original_mean_overall,standard_rating_scale,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,is_scale_recover,scale_note,report_type,ranking_class,sp_ranking_class,inv_ranking_class,real_ranking_class,gp_ranking_class
55,58,,Virtual reality tour for first-time users of highly automated cars: Comparing the effects of virtual environments with different levels of interaction fidelity,"[""Virtual reality"","" Food cue exposure"","" Psychological food cue responses"","" Physiological food cue responses"","" Craving"","" Salivation""]",84,,,,,,,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,84,,,,,,,"""between-subject""","""each component""","""/Mean//""","""Chart""","[""Unknown""]",No,"[""Kruskal Wallis""]","""Mann-Whitney""","""""",1,,,No,,06,9.45,8.84,7.56,2.21,28.7,1.89,2.21,1.89,2.21,2.05,-33,-13.3,-0.95,Yes,-5.55,-3.16,-4.44,-0.79,-1.11,-0.79,-1.11,-0.79,3D Graphics - Monoscopic,25,"M Ebnali, R Lamb, R Fathi, K Hulme",2021,Applied Ergonomics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0003687020301782,"https://scholar.google.com/scholar?cites=16989967781625076270&as_sdt=2005&sciodt=0,5&hl=en",60,5/31/2023 16:55,HTML,,,,,,,,25,12.5,6,4,2,,,,,,,Class Low,,,,
58,61,,Aerial firefighter radio communication performance in a virtual training system: radio communication disruptions simulated in VR for Air Attack Supervision,"[""Virtual reality"","" Simulation"","" Aviation"","" Radio communications"","" Firefighting"","" CRM""]",25,23,2,,,,,"[""3D Graphics - Monoscopic""]","[""Stereo sound""]","[""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,25,23,2,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,17,26.55,18.4,12.4,5.72,65.52,5.31,4.6,3.1,5.72,4.68,-33,9.52,0.68,Yes,6.55,2.4,-3.6,1.72,1.31,0.6,-0.9,1.72,3D Graphics - Monoscopic,15,"RMS Clifford, H Engelbrecht, S Jung, H Oliver…",2021,The visual computer,Springer,https://link.springer.com/article/10.1007/s00371-020-01816-6,"https://scholar.google.com/scholar?cites=15641515411521356879&as_sdt=2005&sciodt=0,5&hl=en",112,5/31/2023 16:55,HTML,10.1007/s00371-020-01816-6,,,,,,,15,7.5,3,5,2,,,,,,,Class Exceptional,,,,
78,82,,MR Pharmacy: Development and Evaluation of Therapeutic Mixed Reality Applications,[],,,,,,,,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Design and visualization"",""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""German""]","""Not Sure""","""""",,3,"""Study 1""",,18,9,9,18,55,25.9,10.5,"""within-subject""","""whole questionnaire""","""/Mean/SD/""","""Chart""","[""After""]",No,"[""Wilcoxon signed-rank test""]","""""","""""",1,,,No,,06,-99999,-99999,-99999,-99999,28.84,-99999,-99999,-99999,-99999,2.06,-33,-13.16,-0.94,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - Monoscopic,0,F Mostajeran Gourtani,2021,,ediss2.sub.uni-hamburg.de,https://ediss2.sub.uni-hamburg.de/bitstream/ediss/9068/1/MR_Pharmacy_compressed.pdf,,387,5/31/2023 16:55,PDF,,,,,,,,0,0,0,1,2,,,,,,,Class Low,,,,
89,95,,Level of presence in max where virtual reality,"[""virtual reality"","" presence"","" desktop virtual reality"","" IPQ""]",31,25,6,,,20.5,3.4,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Design and visualization"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""Compare with IPQ database from the authors\u0027 site""",,1,"""Study 1""",,31,25,6,,,20.5,3.4,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,06,13.5,8.92,6.4,2.71,32.34,2.7,2.23,1.6,2.71,2.31,-33,-9.66,-0.69,Yes,-1.5,-3.08,-5.6,-0.29,-0.3,-0.77,-1.4,-0.29,3D Graphics - Monoscopic,5,B Berki,2020,2020 11th IEEE International Conference on Cognitive …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9237826/,"https://scholar.google.com/scholar?cites=14518934868633366817&as_sdt=2005&sciodt=0,5&hl=en",225,5/31/2023 16:56,,,,,,,,,5,1.67,5,1,3,,,,,,,Class Low,,,,
102,110,,Effects of different types of virtual reality display on presence and learning in a safety training scenario,"[""Virtual reality"","" displays"","" fidelity"","" training"","" user study"","" aviation"","" safety""]",96,55,41,18,36,23.81,3.58,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Education and training""]","""Training""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,96,18/19/18,14/13/14,,,24.53/23.84/23.06,3.82/4.07/2.65,"""between-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""ANCOVA""]","""Bonferroni test""","""""",1,,,No,,06,13.7,13.88,9.84,2.63,39.48,2.74,3.47,2.46,2.63,2.82,-33,-2.52,-0.18,Yes,-1.3,1.88,-2.16,-0.37,-0.26,0.47,-0.54,-0.37,3D Graphics - Monoscopic,43,F Buttussi; L Chittaro,2017,IEEE transactions on visualization and��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7817889/,https://scholar.google.com/scholar?cites=1482394720363540760&as_sdt=2005&sciodt=0;5&hl=en,244,43628,,,,,,,,,43,21.5,22,2,2,YES,Training,Report SE,No,,,Class Low,,,,
103,111,,"Effects of stereoscopic viewing on presence, anxiety, and cybersickness in a virtual reality environment for public speaking","[""Specific phobia"","" Exposure therapy"","" Spiders"","" Virtual reality"","" Serious games"","" Gamification""]",88,53,35,18,70,28.0,6.3,"[""3D Graphics - HMD VR/MR"",""Other""]","[""Stereo sound""]","[""Healthcare and clinical therapies""]","""Exposure therapy""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",17,86,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Chart""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,06,16.5,12.8,10.8,3.49,44.38,3.3,3.2,2.7,3.49,3.17,-33,2.38,0.17,Yes,1.5,0.8,-1.2,0.49,0.3,0.2,-0.3,0.49,3D Graphics - Monoscopic,43,Y Ling; WP Brinkman; HT Nefs; C Qu�,2012,Presence: Teleoperators��,MIT Press,https://www.mitpressjournals.org/doi/abs/10.1162/PRES_a_00111,https://scholar.google.com/scholar?cites=12450000004622731836&as_sdt=2005&sciodt=0;5&hl=en,27,43628,,,,,,,,,43,6.14,9,5,7,YES,Exposure Therapy,,No,Compare to the IPQ's online data,,Class High,,,,
108,116,,Can decision-making skills affect responses to psychological stress in healthy women?,"[""Stress"","" Decision-making"","" Cortisol"","" TSST"","" Virtual reality""]",40,,,,,28,11.08,"[""Other""]","[""Stereo sound""]","[""Social Science and psychology""]","""Stress; Decision-making;""","[""Not Mentioned""]","""Not Sure""","""""",90,1,"""Study 1""",,38,,,,,29.52/25.36,12.03/7.75,"""within-subject""","""each component""","""TotalScore//SD/""","""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,-33,0.75,1.88,-3.08,0.08,-0.28,0.15,0.47,-0.77,0.08,-0.02,-33,-0.28,-0.02,Yes,0.75,1.88,-3.08,0.08,0.15,0.47,-0.77,0.08,3D Graphics - Monoscopic,27,A Santos-Ruiz; MC Garcia-Rios�,2012,�,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306453012001345,https://scholar.google.com/scholar?cites=15404127022972111759&as_sdt=2005&sciodt=0;5&hl=en,25,43628,,,,,,,,,27,3.86,9,3,7,YES,Stress,,No,,,Class Moderate,,,,
113,121,,Powered wheelchair simulator development: implementing combined navigation-reaching tasks with a 3D hand motion controller,"[""Virtual reality"","" Powered wheelchair"","" Training"","" Reaching"","" Navigation"","" Rehabilitation""]",12,8,4,36,60,50.1,9.1,"[""3D Graphics - Monoscopic"",""Other""]","[""Unknown""]","[""Interaction techniques"",""Social Science and psychology""]","""Virtual reality""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",15,12,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Chart""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,06,14.95,12.08,10.6,3.09,41.16,2.99,3.02,2.65,3.09,2.94,-33,-0.84,-0.06,Yes,-0.05,0.08,-1.4,0.09,-0.01,0.02,-0.35,0.09,3D Graphics - Monoscopic,17,G Tao; PS Archambault,2016,Journal of��,jneuroengrehab.biomedcentral.com,https://jneuroengrehab.biomedcentral.com/articles/10.1186/s12984-016-0112-2,https://scholar.google.com/scholar?cites=17314908123693819291&as_sdt=2005&sciodt=0;5&hl=en,203,43628,HTML,,,,,,,,17,5.67,9,2,3,YES,Interaction,,No,,,Class Moderate,,,,
117,125,,Poster: Design and evaluation of 3D content with wind output,[],12,11,3,21,31,,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",15,12,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Chart""","[""After""]",No,"[""ANOVA"",""TTest""]","""""","""""",1,,,No,,17,21.4,17.8,13.68,4.22,57.26,4.28,4.45,3.42,4.22,4.09,-33,1.26,0.09,Yes,1.4,1.8,-2.32,0.22,0.28,0.45,-0.58,0.22,3D Graphics - Monoscopic,11,A Lehmann; C Geiger; B Woldecke�,2009,2009 IEEE Symposium��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/4811231/,https://scholar.google.com/scholar?cites=18289119672183896209&as_sdt=2005&sciodt=0;5&hl=en,16,43628,,,,,,,,,11,1.1,3,4,10,YES,,CORRECTED: Overall Presence to GP (Confused Presence),No,,,Class Moderate,,,,
123,131,,Utilization of Second Life as a tool for spatial learning in interior architecture,"[""Virtual environments"","" second life"","" navigation"","" spatial learning""]",90,45,45,,,,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Education and training"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,90,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,17,23.45,14.96,14.12,5.37,60.62,4.69,3.74,3.53,5.37,4.33,-33,4.62,0.33,Yes,3.45,-1.04,-1.88,1.37,0.69,-0.26,-0.47,1.37,3D Graphics - Monoscopic,6,? Memiko?lu,2014,Procedia-Social and Behavioral Sciences,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877042814004017,https://scholar.google.com/scholar?cites=1343355019175368824&as_sdt=2005&sciodt=0;5&hl=en,157,43628,,,,,,,,,6,1.2,6,1,5,YES,Navigation,,No,,,Class High,,,,
124,132,,Deficits in episodic memory and mental time travel in patients with post-traumatic stress disorder,"[""PTSD"","" Episodic memory"","" What-where-when task"","" Mental time travel"","" Virtual reality"","" Anxiety"","" Stressor-related disorders""]",42,8,34,,,,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Healthcare and clinical therapies""]","""Post-traumatic stress disorder""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",13,42,4/4,17/17,18/18,55/53,34.6/34.2,11.9/11.8,"""between-subject""","""each component""","""TotalScore//SD/""","""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,06,12.35,10,6.48,2.3,31.08,2.47,2.5,1.62,2.3,2.22,-33,-10.92,-0.78,Yes,-2.65,-2,-5.52,-0.7,-0.53,-0.5,-1.38,-0.7,3D Graphics - Monoscopic,0,A Zlomuzica; ML Woud; A Machulska; K Kleimt�,2018,cog.psy.ruhr-uni-bochum.de,,http://www.cog.psy.ruhr-uni-bochum.de/papers/2018/Zlomuzica_PTSDMentalTimeTravel_PNPBP(2018).pdf,,175,43628,PDF,,,,,,,,0,0,0,5,,YES,,,Yes,,,Class Low,,,,
126,134,,"The feasibility, acceptability and preliminary efficacy of a low-cost, virtual-reality based, upper-limb stroke rehabilitation device: a mixed methods study","[""Gaming technologies"","" stroke rehabilitation"","" technology"","" game-based rehabilitation"","" hemiplegia"","" virtual reality""]",11,3,8,48,68,58,7.5,"[""Other""]","[""Unknown""]","[""Healthcare and clinical therapies""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,11,,,,,,,"""within-subject""","""whole questionnaire""","""TotalScore//SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,06,-99999,-99999,-99999,-99999,32.2,-99999,-99999,-99999,-99999,2.3,-33,-9.8,-0.7,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - Monoscopic,4,A Warland; I Paraskevopoulos�,2018,Disability and��,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/09638288.2018.1459881,https://scholar.google.com/scholar?cites=2274597370464944570&as_sdt=2005&sciodt=0;5&hl=en,262,43628,,,,,,,,,4,4,1,3,1,YES,,85 (with a higher score indicating greater sense of immersion),No,,,Class Low,,,,
130,138,,Effects of personal relevance and simulated darkness on the affective appraisal of a virtual environment,"[""Affective appraisal"","" Virtual environment"","" Fear of darkness"","" Emotion"","" Personal relevance""]",72,0,72,12,32,22.2,2.9,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""Fear of darkness""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",10,72,,,,,,,"""between-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,Yes,,-33,3.2,1.92,-0.88,0.9,6.3,0.64,0.48,-0.22,0.9,0.45,-33,6.3,0.45,Yes,3.2,1.92,-0.88,0.9,0.64,0.48,-0.22,0.9,3D Graphics - Monoscopic,3,A Toet; JM Houtkamp; PE Vreugdenhil,2016,PeerJ,peerj.com,https://peerj.com/articles/1743/?utm_source=TrendMD&utm_campaign=PeerJ_TrendMD_1&utm_medium=TrendMD,https://scholar.google.com/scholar?cites=2623486685510651979&as_sdt=2005&sciodt=0;5&hl=en,199,43628,HTML,,,,,,,,3,1,1,3,3,YES,Fear,Unknown Scale,Yes,,,Class High,,,,
134,142,,Evaluation of FlowVR: a virtual reality game for improvement of depressive mood,"[""virtual reality"","" depression"","" mood"","" therapy"","" flow""]",18,9,9,18,55,25.9,10.5,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""No sound""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",5.83,18,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""Shapiro-Wilk test; Wilcoxon-Mann-Whitney-Test; Friedman-Test""]","""""","""""",1,,,No,,06,11,8.8,7.4,2.06,29.12,2.2,2.2,1.85,2.06,2.08,-33,-12.88,-0.92,Yes,-4,-3.2,-4.6,-0.94,-0.8,-0.8,-1.15,-0.94,3D Graphics - Monoscopic,1,L Bittner; F Mostajeran; F Steinicke; J Gallinat; S K�hn,2018,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/451245v1.abstract,https://scholar.google.com/scholar?cites=9197651944647077710&as_sdt=2005&sciodt=0;5&hl=en,85,43628,,,,,,,,,1,1,0,5,1,YES,Therapy,,No,,,Class Low,,,,
138,146,,The impact of immersion on the perception of pornography: A virtual reality study,"[""Virtual reality"","" Immersion"","" Pornography"","" Sexual arousal"","" Presence"","" Sexual presence""]",60,60,0,,,24.97,3.46,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,60,,,,,,,"""within-subject""","""whole questionnaire""","""/Mean/SD/""","""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,17,-99999,-99999,-99999,-99999,32.34,-99999,-99999,-99999,-99999,2.31,-33,-23.66,-1.69,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - Monoscopic,1,SC Simon; T Greitemeyer,2019,Computers in Human Behavior,Elsevier,https://www.sciencedirect.com/science/article/pii/S0747563218306046,https://scholar.google.com/scholar?cites=16773854235706604204&as_sdt=2005&sciodt=0;5&hl=en,235,43628,,,,,,,,,1,1,1,2,1,YES,Pornography,,No,,,Class Low,,,,
143,151,,"Presence, Behavioural Realism and Performances in Driving Simulation","[""virtual reality"","" driving simulation"","" presence"","" autonomous behaviour"","" user experience"","" performance evaluation""]",36,26,10,,,31,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Education and training"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,36,,,,,,,"""within-subject""","""each component""","""/Mean//""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,-33,6.7,1.04,0.4,1.11,9.8,1.34,0.26,0.1,1.11,0.7,-33,9.8,0.7,Yes,6.7,1.04,0.4,1.11,1.34,0.26,0.1,1.11,3D Graphics - Monoscopic,1,N Pallamin; C Bossard,2016,IFAC-PapersOnLine,Elsevier,https://www.sciencedirect.com/science/article/pii/S2405896316321917,https://scholar.google.com/scholar?cites=17926648975972794852&as_sdt=2005&sciodt=0;5&hl=en,39,43628,,,,,,,,,1,0.33,1,2,3,YES,Simulation,,No,,,Class Exceptional,,,,
152,160,,Evaluating the Effects of Realistic Communication Disruptions in VR Training for Aerial Firefighting,"[""Virtual Reality"","" Simulation"","" Radio communications"","" Emergency services"","" Aerial firefighting""]",25,22,3,,,,,"[""3D Graphics - Monoscopic""]","[""Surround sound""]","[""Education and training""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,25,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,17,26.55,18.4,12.4,5.72,65.52,5.31,4.6,3.1,5.72,4.68,-33,9.52,0.68,Yes,6.55,2.4,-3.6,1.72,1.31,0.6,-0.9,1.72,3D Graphics - Monoscopic,0,RMS Clifford; S Hoermann; N Marcadet�,2018,��on Virtual Worlds��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8493423/,,277,43628,,,,,,,,,0,0,0,4,1,YES,Training,,No,,,Class Exceptional,,,,
165,175,,PanoVC: Pervasive telepresence using mobile phones,"[""telepresence"","" mobile computing"","" panorama"","" presence"","" pervasive computing"","" user study"","" immersive communication"","" mobile phones""]",17,12,5,19,49,,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Design and visualization"",""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",17,17,,,,,,,"""within-subject""","""whole questionnaire""","""/Mean/SD/""","""Other""","[""After""]",No,"[""A Wilcoxon Signed Rank Test""]","""""","""""",1,,,No,,17,-99999,-99999,-99999,-99999,62.44,-99999,-99999,-99999,-99999,4.46,-33,6.44,0.46,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - Monoscopic,15,J Müller; T Langlotz…,2016,2016 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7456508/,https://scholar.google.com/scholar?cites=16623661450788839733&as_sdt=2005&sciodt=0;5&hl=en,220,43627,,,,,,,,,15,5,5,3,,YES,Telepresence,,No,,,Class High,,,,
168,178,,Presence-dependent performance differences between virtual simulations and miniature worlds,"[""Presence"","" Performance"","" Virtual Environment"",""  Miniature World"","" Teleoperation""]",38,,,,,19.87,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Design and visualization"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",15,38,,,,,,,"""within-subject""","""whole questionnaire""","""TotalScore//SD/""","""Other""","[""After""]",No,"[""Pearson Correlation""]","""""","""""",2,,,No,,06,-99999,-99999,-99999,-99999,36.26,-99999,-99999,-99999,-99999,2.59,-33,-5.74,-0.41,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - Monoscopic,5,A Huthmann,2009,Proceedings of the 2009 Spring Simulation …,dl.acm.org,https://dl.acm.org/citation.cfm?id=1655394,https://scholar.google.com/scholar?cites=5382179624404034462&as_sdt=2005&sciodt=0;5&hl=en,358,43627,,,,,,,,,5,0.5,5,1,,YES,Presence,,No,Only One Condition!,,Class Low,,,,
169,179,,Exploring vertical navigation within a virtual environment: a staircase experience,[],180,90,90,18,34,22.39,2.17,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Design and visualization"",""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,180,45/45,45/45,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""Chi-square analysis""]","""""","""""",1,,,No,,17,22.9,14.96,13.72,5.17,59.22,4.58,3.74,3.43,5.17,4.23,-33,3.22,0.23,Yes,2.9,-1.04,-2.28,1.17,0.58,-0.26,-0.57,1.17,3D Graphics - Monoscopic,2,İS Memikoğlu,2012,,dspace.bilkent.edu.tr,http://dspace.bilkent.edu.tr/handle/11693/15845,https://scholar.google.com/scholar?cites=14799894205204665334&as_sdt=2005&sciodt=0;5&hl=en,475,43627,,,,,,,,,2,0.29,2,1,,YES,Navigation,,No,,,Class High,,,,
172,182,,Understanding interactive experiences: Perceived interactivity and presence with and without other avatars in the online virtual world Second Life,"[""Interactivity"","" Presence"","" Virtual World"","" New Media"","" Communication Technology""]",150,67,83,18,25,,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",15,1,"""Study 1""",,150,,,,,,,"""between-subject""","""whole questionnaire""","""/Mean/SD/""","""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",3,,,No,,06,-99999,-99999,-99999,-99999,35,-99999,-99999,-99999,-99999,2.5,-33,-7,-0.5,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - Monoscopic,1,JL Robinette,2011,,uknowledge.uky.edu,https://uknowledge.uky.edu/cgi/viewcontent.cgi?article=1153&context=gradschool_diss,https://scholar.google.com/scholar?cites=7262342920727741591&as_sdt=2005&sciodt=0;5&hl=en,541,43627,PDF,,,,,,,,1,0.13,1,1,,YES,Experience,,No,,,Class Low,,,,
176,187,,Driving performance in a power wheelchair simulator,"[""driving skills"","" driving strategies"","" presence"","" virtual reality""]",29,,,,,,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,29,7/5,9/8,20/25,26/35,,,"""between-subject""","""each component""","""/Mean/SD/""","""Chart""","[""After""]",No,[],"""""","""""",1,,,No,,06,15.25,9.92,10.4,3.6,41.02,3.05,2.48,2.6,3.6,2.93,-33,-0.98,-0.07,Yes,0.25,-2.08,-1.6,0.6,0.05,-0.52,-0.4,0.6,3D Graphics - Monoscopic,39,PS Archambault; S Tremblay; S Cachecho…,2012,Disability and …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/17483107.2011.625072,https://scholar.google.com/scholar?cites=12991064995002855261&as_sdt=2005&sciodt=0;5&hl=en,5,43676,,,,,,,,,39,5.57,10,,,YES,Simulator,4 categories 13 questions?,No,4 categories 13 questions?,,Class Moderate,,,,
179,190,,Guidelines on successfully porting non-immersive games to virtual reality: a case study in minecraft,"[""Virtual reality"","" user study"","" video games"","" emotions"","" Minecraft""]",14,10,,18,31,21.07,3.76,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Entertainment and game"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,14,,,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Chart""","[""After""]",No,"[""Linear mixed model""]","""""","""""",1,,,Yes,,17,22.45,15.84,13.08,4.81,57.82,4.49,3.96,3.27,4.81,4.13,-33,1.82,0.13,Yes,2.45,-0.16,-2.92,0.81,0.49,-0.04,-0.73,0.81,3D Graphics - Monoscopic,4,J Porter III; M Boyer; A Robb,2018,… of the 2018 Annual Symposium on …,dl.acm.org,https://dl.acm.org/citation.cfm?id=3242677,https://scholar.google.com/scholar?cites=3495142269655943602&as_sdt=2005&sciodt=0;5&hl=en,11,43676,,,,,,,,,4,4,1,,,YES,Game Porting,,No,,,Class Moderate,,,,
180,191,,The effects of mediation in a storytelling virtual environment,[],77,,,,,,,"[""3D Graphics - Monoscopic""]","[""Stereo sound""]","[""Design and visualization"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,77,,,,,,,"""between-subject""","""whole questionnaire""","""TotalScore///""","""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",4,,,No,,17,-99999,-99999,-99999,-99999,56.7,-99999,-99999,-99999,-99999,4.05,-33,0.7,0.05,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - Monoscopic,25,S Brown; I Ladeira; C Winterbottom; E Blake,2003,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-540-40014-1_13,https://scholar.google.com/scholar?cites=7883283470905427188&as_sdt=2005&sciodt=0;5&hl=en,80,43676,,,,,,,,,25,1.56,6,4,,YES,Storytelling,,No,,,Class Moderate,,,,
183,194,,Perceptual calibration in virtual reality applications,[],19,,,,,,,"[""3D Graphics - Monoscopic"",""Projection Display""]","[""Unknown""]","[""Design and visualization"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",60,1,"""Study 1""",,19,,,,,25/25,2/6,"""between-subject""","""each component""","""/Mean/SD/""","""Chart""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,-33,1.5,-1.6,-2.04,0.09,-1.82,0.3,-0.4,-0.51,0.09,-0.13,-33,-1.82,-0.13,Yes,1.5,-1.6,-2.04,0.09,0.3,-0.4,-0.51,0.09,3D Graphics - Monoscopic,4,DR Mestre,2016,Electronic Imaging,ingentaconnect.com,https://www.ingentaconnect.com/contentone/ist/ei/2016/00002016/00000004/art00003,https://scholar.google.com/scholar?cites=16689666532010075657&as_sdt=2005&sciodt=0;5&hl=en,147,43676,,,,,,,,,4,1.33,4,1,,YES,Perceptual Calibration,,No,,,Class Low,,,,
