paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,score_scale,condition_name,element_name,is_interaction,participant_per_element,totalSP,totalINV,totalREAL,totalGP,totalTOTAL,meanSP,meanINV,meanREAL,meanGP,meanTOTAL,sdSP,sdINV,sdREAL,sdGP,sdTOTAL,otherSP,otherINV,otherREAL,otherGP,otherTOTAL,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display,likert_scale,rating_scale,file,class,class_num,class_sp,class_inv,class_real,class_gp
120,128,128,Keep Your Eyes on the Road; Kid!': Exploring the Potential of Virtual Reality Environments to Teach Children to Keep Their Attention While Biking,,11,6,5,22,27,23.8,,3D Graphics - HMD VR,Unknown,Education and training;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,11,,,,,,,within-subject,each component,/Mean//,Other,After,No,,,,2,6,Whole Experiment,Whole Study,No,11,,,,,,4.32,4.69,2.93,4.82,,,,,,,,,,,,1,Paulius Gagelas,2018,University of Twente Thesis,essay.utwente.nl,https://essay.utwente.nl/75561/,https://scholar.google.com/scholar?cites=18428299114876641027&as_sdt=2005&sciodt=0;5&hl=en,420,43676,,,,,,,,,1,1,1,1,,YES,Attention,,13.080001,0.9342857,TRUE,6.6,6.76,-0.28,1.82,1.32,1.69,-0.07,1.82,3D Graphics - HMD VR,7-point,Good,Each Study,Class IV,4,Class V,Class II,Class V,Class IV
121,129,129,Influence of Network Delay in Virtual Reality Multiplayer Exergames: Who is actually delayed?,Virtual Reality; Multiplayer Exergames; QoE; Network Delay,23,17,6,,,25.57,3.41,3D Graphics - HMD VR,Unknown,Design and visualization;Entertainment and game;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,23,,,,,,,within-subject,each component,/Mean//Other,Other,After,No,ANOVA,,,2,17,Whole Experiment,Whole Study,No,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tanja Kojic; Steven Schmidt; Sebastian Möller; Jan-Niklas Voigt-Antons,2019,2019 Eleventh International Conference on Quality of Multimedia Experience (QoMEX),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8743342/,,260,43676,,,,,,,,,0,0,0,4,,YES,Exergame,Lack report for some condition,-0.9665,-0.06903572,TRUE,2.1575,-0.53,-2.594,0.6015,0.4315,-0.1325,-0.6485,0.6015,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
122,130,130,Effects of simulated darkness on the affective appraisal of a virtual environment,,72,,,17,32,22.2,2.9,3D Graphics - Monoscopic,Stereo sound,Design and visualization;Social Science and psychology,1,Not Mentioned,Not Sure,,,1,Study 1,10,72,,,,,,,between-subject,each component,/Mean/SD/,Other,After,No,MANOVA,,,2,6,Whole Experiment,Whole Study,No,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alexander Toet​; Joske M. Houtkamp​; Paul E. Vreugdenhil,2015,PeerJ PrePrints,peerj.com,https://peerj.com/preprints/1456,,336,43676,,,,,,,,,0,0,0,3,,YES,Simulated darkness,Unknown Scale,4.225,0.3017857,TRUE,3.1916666,1.9333333,-0.8999999,0.90333337,0.6383333,0.48333332,-0.22499998,0.90333337,3D Graphics - Monoscopic,7-point,Fair,Each Study,Class V,5,Class V,Class V,Class V,Class V
123,131,131,Warning messages to modify safety behavior during crisis situations: A virtual reality study,Safety behaviour; Warning messages; Virtual reality; Thunderstorm,34,,,,,26.61,9.39,3D Graphics - HMD VR,Unknown,Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,around 10,34,,9-Oct,,,29.86/23.94,12.31/5.04,between-subject,each component,/Mean/SD/,Other,After,No,TTest,,,2,6,Whole Experiment,Whole Study,No,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Henriette Markwart; Jan Vitera; Sandra Lemanski; Diana Kietzmann; Matthias Brasch; Silke Schmidt,2019,International Journal of Disaster Risk Reduction,Elsevier,https://www.sciencedirect.com/science/article/pii/S2212420919302432,,288,43676,,,,,,,,,0,0,0,5,,YES,Behavior,,2.41,0.17214286,TRUE,4.45,0.52,-2.56,0.96999997,0.89,0.13,-0.64,0.96999997,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class V,Class VI,Class VI,Class V
124,132,132,User virtual costume visualisation in an augmented virtuality immersive cinematic environment,Augmented Virtuality; 360 movie; virtual costume,24,,12,133,52,32.4,8.6,3D Graphics - HMD VR,Unknown,Design and visualization;Entertainment and game;Social Science and psychology,,Not Mentioned,Not Sure,,40,1,Study 1,,24,,,,,,,within-subject,each component,/Mean//,Other,After,No,Friedman tests,Wilcoxon Signed Rank tests with a Bonferroni correction,,2,6,Whole Experiment,Whole Study,No,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wenjing Tang; Gun A. Lee; Mark Billinghurst; Robert W. Lindeman,2018,OzCHI '18: Proceedings of the 30th Australian Conference on Computer-Human Interaction,dl.acm.org,https://dl.acm.org/citation.cfm?id=3292188,,294,43676,,,,,,,,,0,0,0,4,,YES,Augmented Virtuality,,2.3113334,0.16509524,TRUE,2.5233333,0.808,-1.02,0.41333333,0.5046667,0.202,-0.255,0.41333333,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class V,Class VI
125,133,133,A Metro World Prototype for Virtual Reality Exposure Therapy of Agoraphobia,,20,,,,,,,3D Graphics - HMD VR,Stereo sound,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,7,20,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,Reliability analysis,,,2,6,Whole Experiment,Whole Study,No,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fitri N. Rahayu,2003,Delft University of Technology Thesis,semanticscholar.org,https://pdfs.semanticscholar.org/a089/34d792499eb082ac1ed072cb9fbc35e3cbc4.pdf,,330,43676,PDF,,,,,,,,0,0,0,4,,YES,Agoraphobia,,1.05,0.075,TRUE,3.275,-1.05,-1.175,0.825,0.655,-0.2625,-0.29375,0.825,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class V,Class VI,Class V,Class VI
126,134,134,Virtual Reality Based Simulation Testbed for Evaluation of Autonomous Vehicle Behavior Algorithms,,10,7,3,18,25,,,3D Graphics - HMD VR,Unknown,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,10,,,,,,,within-subject,each component,/Mean/SD/,Chart,After,No,,,,2,6,Whole Experiment,Whole Study,No,10,,,,,,5.18,4.28,4.23,5.28,,0.61,0.5,0.44,0.66,,,,,,,0,Vibhor Rastogi,2017,Clemson University Thesis,tigerprints.clemson.edu,https://tigerprints.clemson.edu/all_theses/2773/,,358,43676,,,,,,,,,0,0,0,1,,YES,Simulation,,20.94,1.4957143,TRUE,10.9,5.12,4.92,2.28,2.18,1.28,1.23,2.28,3D Graphics - HMD VR,7-point,Good,Each Study,Class III,3,Class II,Class III,Class II,Class II
127,135,135,Body Movement Reduces Pain Intensity in Virtual Reality - Based Analgesia,,46,15,31,18,31,21.1/20.7,3.41/1.74,3D Graphics - HMD VR,Stereo sound,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,4,46,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,TTest,,,2,-33,Whole Experiment,Whole Study,No,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcin Czub; Joanna Piskorz,2018,International Journal of Human–Computer Interaction,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/10447318.2017.1412144,,375,43676,,,,,,,,,0,0,0,2,,YES,Pain,Unknown Scale,-3.7,-0.2642857,TRUE,1.5,-1.9400002,-3.2600002,0.87,0.3,-0.48500004,-0.81500006,0.87,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class V
128,136,136,The Influence of Autonomous Movement on Adverse Events in Relaxing Virtual Environments Using a Head-Mounted Display: An Exploratory Study,Virtual Reality; adverse events; Cybersickness; Head-Mounted Display; HMD,30,,,18,63,39.5,11.7,3D Graphics - HMD VR,Unknown,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,30,,,,,,,within-subject,each component,/Mean/SD/,Other,Unknown,No,TTest,,,2,17,Whole Experiment,Whole Study,No,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Riedl; Fanny L. Loth; Sebastian Eppler; Bernhard Holzner; Gerhard Rumpold,2019,Journal of Virtual Reality and Broadcasting,jvrb.org,https://www.jvrb.org/past-issues/15.2018/4819,,395,43676,,,,,,,,,0,0,0,5,,YES,Autonomous movement,Unknown Scale,-6.7,-0.47857141,TRUE,0.5,-2.4,-4.8,0.1,0.1,-0.6,-1.2,0.1,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
129,137,137,How to Observe Users' Movements in Virtual Environments: Viewpoint Control in a Power Wheelchair Simulator,user observation; virtual reality; interaction techniques; immersion; driving simulator,15,4,11,23,55,34.9,9.4,3D Graphics - HMD VR,Unknown,Education and training;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,40,1,Study 1,,15,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,ANOVA;Tukey’s,,,2,-33,Whole Experiment,Whole Study,No,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Abdulaziz Alshaer; David O’Hare; Philippe Archambault; Mark Shirley; Holger Regenbrecht,2019,Human Factors: The Journal of the Human Factors and Ergonomics Society,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0018720819853682,,409,43676,,,,,,,,,0,0,0,4,,YES,Simulator,Said 13 items but report 4 subscales,-0.7433333,-0.053095236,TRUE,-0.28666666,0.16666667,-0.7566667,0.13333334,-0.05733333,0.041666668,-0.18916668,0.13333334,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class V,Class VI
131,139,139,A Virtual Reality Environment Using Concepts of Serious Games and Gamification for the Treatment of Eating Disorders,,10,6,4,23,30,,,3D Graphics - HMD VR,Unknown,Entertainment and game;Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,10,,,,,,,within-subject,each component,/Mean/SD/,Other,Unknown,No,,,,2,6,Whole Experiment,Whole Study,No,10,,,,,,5.34,4.8,4.35,4.91,,0.3,0.4,0.5,0.4,,,,,,,0,F Rodrigues; P Wilbert; JCT da Silva…,2019,XIX Simpósio Brasileiro de Computação Aplicada à Saúde,sol.sbc.org.br,https://sol.sbc.org.br/index.php/sbcas/article/view/6249,,468,43676,,,,,,,,,0,0,0,4,,YES,Eating Disorder,,24.3,1.7357143,TRUE,11.7,7.2,5.4,1.9100001,2.34,1.8,1.35,1.9100001,3D Graphics - HMD VR,7-point,Excellent,Each Study,Class II,2,Class II,Class II,Class II,Class III
133,141,141,Enhancing User Experience with Olfaction in Virtual Reality,,10,5,5,,,28.3,1.34,3D Graphics - HMD VR,Unknown,Design and visualization;Entertainment and game;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,10,,,,,,,within-subject,each item,/Mean//,Other,After,No,Mann-Whitney U-Test; Wilcoxon Signed-Rank Test,,,4,17,Whole Experiment,Whole Study,No,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MH Braun,2019,"City, University of London Thesis",openaccess.city.ac.uk,http://openaccess.city.ac.uk/id/eprint/22379,,561,43676,,,,,,,,,0,0,0,1,,YES,Olfaction,,-0.85,-0.060714286,TRUE,2.525,-0.875,-3.675,1.175,0.505,-0.21875,-0.91875,1.175,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class V
134,142,142,An fMRI investigation on empathy: physical and social pain; prosocial behavior and the role of the opioid system,,43,13,30,21,30,22.8,,Other,Stereo sound,,,Not Mentioned,Not Sure,,45,1,Study 1,,35,,,,,,,between-subject,each component,/Mean/SD/,Other,After,No,MANOVA,,,2,-33,Whole Experiment,Whole Study,No,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giovanni Novembre,2015,Scuola Internazionale Superiore Di Studi Avanzati Thesis,iris.sissa.it,https://iris.sissa.it/handle/20.500.11767/3877,,531,43676,,,,,,,,,0,0,0,1,,YES,Empathy,,2.615,0.18678571,TRUE,3.975,1.28,-2.64,0.585,0.795,0.32,-0.66,0.585,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class V,Class V,Class VI,Class VI
137,146,146,Moving sounds enhance the visually-induced self-motion illusion (circular vection) in virtual reality,Audiovisual interactions; presence; psychophysics; self-motion simulation; spatial sound; vection; virtual reality,32,,,,,,,Projection Display,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,2,Study 1,,20,,,,,28.7,8,within-subject,each component,/Mean//,Chart,After,No,ANOVA,T-test,,2,17,Whole Experiment,Whole Study,No,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,Bernhard E. Riecke; Aleksander Väljamäe; Jörg Schulte-Pelkum,2009,ACM Transactions on Applied Perception,dl.acm.org,https://dl.acm.org/citation.cfm?id=1498701,https://scholar.google.com/scholar?cites=10567446197223633119&as_sdt=2005&sciodt=0;5&hl=en,245,43628,,,,,,,,,98,9.8,33,3,10,YES,Vection,,0.9333333,0.06666667,TRUE,2.0333333,-0.21333334,-1.12,0.21666667,0.40666667,-0.053333335,-0.28,0.21666667,Projection Display,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class V,Class VI
138,148,148,Cognitive factors can influence self-motion perception (vection) in virtual reality,Ego–motion simulation; psychophysics; spatial orientation; spatial presence; vection; virtual reality,22,,,,,,,Projection Display,Stereo sound,Design and visualization;Social Science and psychology,,Not Mentioned,Not Sure,,,2,Study 1,,12,,5,17,34,23.8,5,within-subject,each component,/Mean//,Chart,After,No,ANOVA; paired-samples correlations,post hoc analysis with Bonferroni-corrected p,,2,17,Whole Experiment,Whole Study,No,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,Bernhard E. Riecke; Jörg Schulte-Pelkum; Marios N. Avraamides; Markus Von Der Heyde; Heinrich H. Bülthoff,2006,ACM Transactions on Applied Perception,dl.acm.org,https://dl.acm.org/citation.cfm?id=1166091,https://scholar.google.com/scholar?cites=13511144545204386730&as_sdt=2005&sciodt=0;5&hl=en,79,43628,,,,,,,,,83,6.38,21,4,13,YES,Vection,,-11.445,-0.81749994,TRUE,-3.9375,-2.25,-4.94,-0.7825,-0.7875001,-0.5625,-1.235,-0.7825,Projection Display,7-point,Poor,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
138,149,149,Cognitive factors can influence self-motion perception (vection) in virtual reality,Ego–motion simulation; psychophysics; spatial orientation; spatial presence; vection; virtual reality,22,,,,,,,Projection Display,Stereo sound,Design and visualization;Social Science and psychology,,Not Mentioned,Not Sure,,,2,Study 2,,10,,,17,27,22.8,2.7,within-subject,each component,/Mean//,Chart,After,No,TTest;Paired-Samples Correlations,,,2,17,Whole Experiment,Whole Study,No,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,Bernhard E. Riecke; Jörg Schulte-Pelkum; Marios N. Avraamides; Markus Von Der Heyde; Heinrich H. Bülthoff,2006,ACM Transactions on Applied Perception,dl.acm.org,https://dl.acm.org/citation.cfm?id=1166091,https://scholar.google.com/scholar?cites=13511144545204386730&as_sdt=2005&sciodt=0;5&hl=en,79,43628,,,,,,,,,83,6.38,21,4,13,YES,Vection,,-4.41,-0.315,TRUE,0.4,-1.56,-3,-0.2,0.08,-0.39,-0.75,-0.2,Projection Display,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
139,150,150,Influence of auditory cues on the visually-induced self-motion illusion (circular vection) in virtual reality,Vection; self-motion perception; spatial orientation; virtual reality; motion simulation; human factors; psychophysics; multi-modal cue integration; auditory cues; HRTF,20,8,,,,,,Projection Display,Stereo sound,Design and visualization;Social Science and psychology,,English,Not Sure,,,1,Study 1,,20,,,,,,,within-subject,each component,/Mean//,Chart,After,No,TTest,,,2,17,Whole Experiment,Whole Study,No,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Bernhard E. Riecke; Jörg Schulte-Pelkum; Franck Caniard; & Heinrich H.Bülthoff,2005,Workshop Presence 2005,citeseerx.ist.psu.edu,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.490.7866&rep=rep1&type=pdf,https://scholar.google.com/scholar?cites=16477170669748724079&as_sdt=2005&sciodt=0;5&hl=en,151,43628,PDF,,,,,,,,40,2.86,10,4,14,YES,Vection,,0.9333333,0.06666667,TRUE,2.05,-0.22666666,-1.1066667,0.21666667,0.41,-0.056666665,-0.27666667,0.21666667,Projection Display,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class V,Class VI
142,154,375,Challenges and Requirements of Immersive Media in Autonomous Car: Exploring the Feasibility of Virtual Entertainment Applications,immersive media; VR; autonomous driving; driver experiences,20,10,10,,,29.3,5.7,3D Graphics - HMD VR,Unknown,Design and visualization;Interaction techniques;Social Science and psychology,,German,Not Sure,,,2,Study 1,,20,10,10,,,29.3,5.7,within-subject,each component,/Mean/SD/,Other,After,No,Hotelling's t test,t-Tests with Bonferroni correction,,2,6,Display,HMD,No,40,,,,,,3.53,3.13,3.2,4.35,,0.57,0.57,0.89,0.93,,,,,,,0,Carolin Wienrich and Kristina Schindler,2019,i-com,degruyter.com,https://www.degruyter.com/view/j/icom.2019.18.issue-2/icom-2018-0030/icom-2018-0030.xml?format=INT&lang=en,,720,43929.88681,,,,,,,,,0,0,0,2,1,YES,,,-3.4300003,-0.24499997,TRUE,-0.825,-0.9799999,-1.9,0.275,-0.16500004,-0.24499997,-0.475,0.275,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
142,155,377,Challenges and Requirements of Immersive Media in Autonomous Car: Exploring the Feasibility of Virtual Entertainment Applications,immersive media; VR; autonomous driving; driver experiences,20,10,10,,,26.1,3.9,3D Graphics - HMD VR,Unknown,Design and visualization;Interaction techniques;Social Science and psychology,,German,Not Sure,,,2,Study 2,,20,10,10,,,26.1,3.9,within-subject,each component,/Mean/SD/,Other,After,No,Hotelling's t test,t-Tests with Bonferroni correction,,2,6,Display,HMD,No,40,,,,,,3.6,3.21,3.61,4.7,,0.84,0.43,0.76,0.93,,,,,,,0,Carolin Wienrich and Kristina Schindler,2019,i-com,degruyter.com,https://www.degruyter.com/view/j/icom.2019.18.issue-2/icom-2018-0030/icom-2018-0030.xml?format=INT&lang=en,,720,43929.88681,,,,,,,,,0,0,0,2,1,YES,,,-1.4950001,-0.10678573,TRUE,-0.175,-1.2,-0.7200001,0.6,-0.035000015,-0.3,-0.18000002,0.6,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class V,Class VI
143,156,379,Co-Located vs. Remote Gameplay: The Role of Physical Co-Presence in Multiplayer Room-Scale VR,Virtual Reality; VR; Co-Location; Co-Presence; Collaboration; Cooperation; Shared Space; Multiplayer,88,29,40,,,24.52,5.26,3D Graphics - HMD VR,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,88,29,40,,,24.52,5.26,within-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,2,17,Location,Remote,No,88,,,,,,4.88,4.4,2.52,4.96,,0.92,1.28,0.88,1.19,,,,,,,0,Felix Born; Philipp Sykownik; Maic Masuch,2019,2019 IEEE Conference on Games (CoG),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8848001/,,853,43929.88681,,,,,,,,,0,0,0,3,1,YES,,,14.534091,1.0381494,TRUE,9.4,5.18,-1.9772727,1.9313636,1.88,1.295,-0.4943182,1.9313636,3D Graphics - HMD VR,7-point,Fair,Each Study,Class IV,4,Class III,Class III,Class VI,Class III
144,157,381,ElectroCutscenes: Realistic Haptic Feedback in Cutscenes of Virtual Reality Games Using Electric Muscle Stimulation,EMS; Haptic Feedback; Haptics; Head-mounted Displays,22,,14,,,24,3,3D Graphics - HMD VR,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,22,,14,,,24,3,within-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,3,6,Haptics,EMS,No,66,,,,,,4.4,4.2,2.61,4.41,,,,,,,,,,,,0,Mohamed Khamis; Nora Schuster; Ceenu George; Max Pfeiffer,2019,VRST '19: 25th ACM Symposium on Virtual Reality Software and Technology,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3359996.3364250,,804,43929.88681,,,,,,,,,0,0,0,4,1,YES,,,5.9866667,0.42761904,TRUE,4.4666667,2.8000002,-2.1599998,0.87999994,0.8933333,0.70000005,-0.53999996,0.87999994,3D Graphics - HMD VR,7-point,Fair,Each Study,Class V,5,Class V,Class V,Class VI,Class V
145,158,384,Experiencing the Sense of Presence within an Educational Desktop Virtual Reality,desktop VR; presence; MaxWhere; virtual reality,31,25,6,,,20.5,3.4,3D Graphics - Monoscopic,Unknown,Education and training;Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,31,25,6,,,20.5,3.4,between-subject,each component,/Mean/SD/,Other,After,No,Mann Whitney U test; T Test,,,2,6,Participant,Novice,No,50,,,,,,2.67,2.45,1.5,2.4,,1.06,1.3,0.9,1.5,,,,,,,0,Borbála Berki,2020,Acta Polytechnica Hungarica,uni-obuda.hu,https://uni-obuda.hu/journal/Berki_99.pdf,,753,43929.88681,PDF,,,,,,,,0,0,0,1,1,YES,,,-5.15,-0.36785713,TRUE,0.85,-1.44,-4.36,-0.20000002,0.17,-0.36,-1.09,-0.20000002,3D Graphics - Monoscopic,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
146,159,386,Exploring Staircases as Architectural Cues in Virtual Vertical Navigation,Virtual environment; Vertical navigation; Architectural cue; Staircase; Geometric attribute; Individual difference,180,90,90,,,22.39,2.17,3D Graphics - Monoscopic,Unknown,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,180,,,,,,,between-subject,each component,/Mean/SD/,Other,After,No,Chi-square,,,2,17,Gender,Male,No,180,,,,,,4.6,3.61,3.45,5.27,,0.84,0.99,0.77,1.36,,,,,,,0,İpek Memikoğlu; Halime Demirkan,2020,International Journal of Human-Computer Studies,Elsevier,https://www.sciencedirect.com/science/article/pii/S1071581920300021,,925,43929.88681,,,,,,,,,0,0,0,2,1,YES,,,14.75,1.0535715,TRUE,7.9,2.9600003,1.72,2.1699998,1.5799999,0.74000007,0.43,2.1699998,3D Graphics - Monoscopic,7-point,Fair,Each Study,Class IV,4,Class IV,Class V,Class IV,Class II
147,160,388,Familiarization tours for first-time users of highly automated cars: Comparing the effects of virtual environments with different levels of interaction fidelity,Virtual Reality; Interaction Fidelity; Training; Trust; Takeover; Highly Automated Driving,84,,38,,,24.18,8.3,3D Graphics - Monoscopic,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,84,,38,,,24.18,8.3,between-subject,each component,/Mean/SD/,Other,After,No,Chi-square,Mann-Whitney,,3,6,Display,Video,No,63,,,,,,1.916030534,1.893129771,2.259541985,2.244274809,,,,,,,,,,,,1,Mahdi Ebnali; Richard Lamb; Razieh Fathi,2020,arXiv preprint arXiv:2002.07968,arxiv.org,https://arxiv.org/abs/2002.07968,https://scholar.google.com/scholar?cites=17203684856410605108&as_sdt=2005&sciodt=0;5&hl=en,619,43929.88681,,,,,,,,,1,1,0,3,1,YES,,,-1.3027987,-0.093057044,TRUE,-1.21E-07,-0.6208651,-0.437659,-0.24427482,0,-0.15521628,-0.10941475,-0.24427482,3D Graphics - Monoscopic,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class V,Class VI
148,161,391,Jumping Further: Forward Jumps in a Gravity-reduced immersive virtual environment,,7,4,3,,,,,3D Graphics - HMD VR,Unknown,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,7,,,,,,,within-subject,each component,/Mean/SD/,Chart,After,No,,,,4,17,Case,1,No,28,,,,,,4.770491803,5.131147541,4.573770492,5.327868852,,,,,,,,,,,,1,"Hyeong Yeop Kang, Geonsun Lee, Dae Seok Kang, Ohung Kwon, Jun Yeup Cho, Ho-Jung Choi, Jung Hyun Han",2019,2019 IEEE Conference on Virtual Reality and 3D User Interfaces (VR),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8798251/,https://scholar.google.com/scholar?cites=195553434401854687&as_sdt=2005&sciodt=0;5&hl=en,591,43929.88681,,,,,,,,,1,1,0,5,1,YES,,,23.581968,1.6844262,TRUE,8.032787,7.868853,5.770492,1.909836,1.6065575,1.9672133,1.442623,1.909836,3D Graphics - HMD VR,7-point,Fair,Each Study,Class II,2,Class IV,Class I,Class II,Class IV
149,162,395,Locomotion in Place in Virtual Reality: A Comparative Evaluation of Joystick; Teleport; and Leaning,Immersive virtual reality; locomotion techniques; teleport; joystick; leaning; user study; comparative evaluation,75,68,7,20,26,21.68,1.52,3D Graphics - HMD VR,Unknown,Interaction techniques,,Not Mentioned,Not Sure,,,1,Study 1,,75,68,7,20,26,21.68,1.52,between-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,3,6,Interaction,Joystick,No,75,,,,,,4.7,4.11,1.95,4.6,3.74,,,,,,,,,,,5,Fabio Buttussi; Luca Chittaro,2019,IEEE Transactions on Visualization and Computer Graphics,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8762207/,https://scholar.google.com/scholar?cites=16464181962994537807&as_sdt=2005&sciodt=0;5&hl=en,924,43929.88681,,,,,,,,,5,5,3,2,1,YES,,,10.34,0.7385714,TRUE,7.9666667,4.9733334,-4.1866665,1.5866667,1.5933334,1.2433333,-1.0466666,1.5866667,3D Graphics - HMD VR,7-point,Fair,Each Study,Class IV,4,Class IV,Class IV,Class VI,Class IV
